,0,1,2
1523,28.0,3.7545,2.6669
1523.1,29.0,4.9008,2.7889
1523.2,30.0,3.9079,8.6465
1523.3,31.0,4.9767,7.2785
1524,28.0,3.7341,2.5681
1524.1,29.0,4.889,2.6993
1524.2,30.0,3.9131,8.7235
1524.3,31.0,4.9532,7.1628
1525,28.0,3.7357,2.4777
1525.1,29.0,4.8845,2.6089
1525.2,30.0,3.9319,8.8003
1525.3,31.0,4.9503,7.046
1526,28.0,3.7373,2.3873
1526.1,29.0,4.88,2.5186
1526.2,30.0,3.9507,8.877
1526.3,31.0,4.9474,6.9291
1527,28.0,3.7389,2.2969
1527.1,29.0,4.8755,2.4282
1527.2,30.0,3.9695,8.9537
1527.3,31.0,4.9445,6.8123
1528,28.0,3.7405,2.2065
1528.1,29.0,4.871,2.3379
1528.2,30.0,3.9882,9.0304
1528.3,31.0,4.9416,6.6954
1529,28.0,3.7421,2.1161
1529.1,29.0,4.8665,2.2475
1529.2,30.0,4.007,9.1071
1529.3,31.0,4.9387,6.5786
1530,28.0,3.7437,2.0257
1530.1,29.0,4.862,2.1572
1530.2,30.0,4.0258,9.1839
1530.3,31.0,4.9358,6.4617
1530.4,33.0,6.1978,13.104
1531,28.0,3.7378,1.9335
1531.1,29.0,4.8651,2.0578
1531.2,30.0,4.0445,9.2528
1531.3,31.0,4.9254,6.3497
1531.4,33.0,6.2289,13.007
1532,28.0,3.7319,1.8413
1532.1,29.0,4.8683,1.9584
1532.2,30.0,4.0632,9.3217
1532.3,31.0,4.9151,6.2376
1532.4,33.0,6.2599,12.91
1533,28.0,3.726,1.7491
1533.1,29.0,4.8715,1.859
1533.2,30.0,4.0819,9.3907
1533.3,31.0,4.9048,6.1256
1533.4,33.0,6.291,12.813
1534,28.0,3.7201,1.6568
1534.1,29.0,4.8747,1.7596
1534.2,30.0,4.1006,9.4596
1534.3,31.0,4.8945,6.0135
1534.4,33.0,6.3221,12.716
1535,28.0,3.7141,1.5646
1535.1,29.0,4.8778,1.6602
1535.2,30.0,4.1193,9.5286
1535.3,31.0,4.8842,5.9015
1535.4,33.0,6.3532,12.619
1536,28.0,3.7082,1.4724
1536.1,29.0,4.881,1.5608
1536.2,30.0,4.138,9.5975
1536.3,31.0,4.8739,5.7894
1536.4,33.0,6.3843,12.521
1536.5,34.0,5.4336,13.116
1537,28.0,3.6869,1.3862
1537.1,29.0,4.8767,1.4593
1537.2,30.0,4.1427,9.6784
1537.3,31.0,4.8986,5.6927
1537.4,33.0,6.403,12.422
1537.5,34.0,5.4851,12.976
1538,28.0,3.6655,1.3
1538.1,29.0,4.8724,1.3578
1538.2,30.0,4.1474,9.7592
1538.3,31.0,4.9233,5.596
1538.4,33.0,6.4218,12.323
1538.5,34.0,5.5366,12.836
1539,28.0,3.6442,1.2138
1539.1,29.0,4.868,1.2563
1539.2,30.0,4.152,9.8401
1539.3,31.0,4.948,5.4993
1539.4,33.0,6.4405,12.224
1539.5,34.0,5.5881,12.696
1540,28.0,3.6228,1.1276
1540.1,29.0,4.8637,1.1548
1540.2,30.0,4.1567,9.921
1540.3,31.0,4.9727,5.4026
1540.4,33.0,6.4592,12.125
1540.5,34.0,5.6397,12.556
1541,28.0,3.6014,1.0414
1541.1,29.0,4.8594,1.0533
1541.2,30.0,4.1614,10.002
1541.3,31.0,4.9974,5.3059
1541.4,33.0,6.478,12.026
1541.5,34.0,5.6912,12.415
1542,28.0,3.5801,0.95514
1542.1,29.0,4.8551,0.95182
1542.2,30.0,4.1661,10.083
1542.3,31.0,5.0222,5.2092
1542.4,33.0,6.4967,11.926
1542.5,34.0,5.7427,12.275
1543,28.0,3.5892,0.86155
1543.1,29.0,4.858,0.85795
1543.2,30.0,4.1842,10.156
1543.3,31.0,5.0475,5.1034
1543.4,33.0,6.5077,11.851
1543.5,34.0,5.7597,12.194
1544,28.0,3.5983,0.76796
1544.1,29.0,4.861,0.76407
1544.2,30.0,4.2024,10.23
1544.3,31.0,5.0729,4.9975
1544.4,33.0,6.5187,11.775
1544.5,34.0,5.7767,12.113
1545,28.0,3.6074,0.67436
1545.1,29.0,4.8639,0.6702
1545.2,30.0,4.2205,10.304
1545.3,31.0,5.0982,4.8917
1545.4,33.0,6.5298,11.7
1545.5,34.0,5.7936,12.032
1546,28.0,3.6166,0.58077
1546.1,29.0,4.8668,0.57633
1546.2,30.0,4.2386,10.378
1546.3,31.0,5.1236,4.7858
1546.4,33.0,6.5408,11.624
1546.5,34.0,5.8106,11.951
1547,28.0,3.6257,0.48718
1547.1,29.0,4.8698,0.48245
1547.2,30.0,4.2568,10.451
1547.3,31.0,5.1489,4.68
1547.4,33.0,6.5518,11.548
1547.5,34.0,5.8276,11.87
1548,28.0,3.6348,0.39359
1548.1,29.0,4.8727,0.38858
1548.2,30.0,4.2749,10.525
1548.3,31.0,5.1743,4.5742
1548.4,33.0,6.5628,11.473
1548.5,34.0,5.8446,11.789
1549,28.0,3.6209,0.29682
1549.1,29.0,4.8834,0.29401
1549.2,30.0,4.2994,10.598
1549.3,31.0,5.1783,4.4652
1549.4,33.0,6.5744,11.39
1549.5,34.0,5.8314,11.66
1550,28.0,3.607,0.20005
1550.1,29.0,4.894,0.19944
1550.2,30.0,4.3239,10.671
1550.3,31.0,5.1823,4.3562
1550.4,33.0,6.5859,11.307
1550.5,34.0,5.8182,11.532
1551,28.0,3.5931,0.10328
1551.1,29.0,4.9046,0.10487
1551.2,30.0,4.3485,10.744
1551.3,31.0,5.1864,4.2472
1551.4,33.0,6.5975,11.224
1551.5,34.0,5.805,11.403
1552,28.0,3.5792,0.006514
1552.1,29.0,4.9153,0.010294
1552.2,30.0,4.373,10.817
1552.3,31.0,5.1904,4.1382
1552.4,33.0,6.609,11.141
1552.5,34.0,5.7918,11.274
1553,28.0,3.5653,-0.090255
1553.1,29.0,4.9259,-0.084278
1553.2,30.0,4.3975,10.89
1553.3,31.0,5.1944,4.0292
1553.4,33.0,6.6206,11.058
1553.5,34.0,5.7786,11.146
1554,28.0,3.5514,-0.18702
1554.1,29.0,4.9365,-0.17885
1554.2,30.0,4.422,10.963
1554.3,31.0,5.1985,3.9202
1554.4,33.0,6.6322,10.975
1554.5,34.0,5.7654,11.017
1555,28.0,3.545,-0.27572
1555.1,29.0,4.9322,-0.28487
1555.2,30.0,4.4392,11.048
1555.3,31.0,5.2023,3.8174
1555.4,33.0,6.6435,10.897
1555.5,34.0,5.7758,10.94
1556,28.0,3.5385,-0.36442
1556.1,29.0,4.9278,-0.39089
1556.2,30.0,4.4565,11.133
1556.3,31.0,5.2061,3.7145
1556.4,33.0,6.6548,10.819
1556.5,34.0,5.7862,10.862
1557,28.0,3.5321,-0.45311
1557.1,29.0,4.9235,-0.49691
1557.2,30.0,4.4737,11.217
1557.3,31.0,5.2099,3.6116
1557.4,33.0,6.6661,10.742
1557.5,34.0,5.7966,10.784
1558,28.0,3.5256,-0.54181
1558.1,29.0,4.9191,-0.60293
1558.2,30.0,4.4909,11.302
1558.3,31.0,5.2137,3.5087
1558.4,33.0,6.6774,10.664
1558.5,34.0,5.807,10.706
1559,28.0,3.5192,-0.6305
1559.1,29.0,4.9148,-0.70895
1559.2,30.0,4.5081,11.387
1559.3,31.0,5.2175,3.4059
1559.4,33.0,6.6887,10.586
1559.5,34.0,5.8174,10.628
1560,28.0,3.5127,-0.7192
1560.1,29.0,4.9105,-0.81497
1560.2,30.0,4.5253,11.471
1560.3,31.0,5.2213,3.303
1560.4,33.0,6.7,10.509
1560.5,34.0,5.8278,10.551
1561,28.0,3.5143,-0.8264
1561.1,29.0,4.921,-0.90339
1561.2,30.0,4.5555,11.549
1561.3,31.0,5.2325,3.199
1561.4,33.0,6.7049,10.43
1561.5,34.0,5.8247,10.478
1562,28.0,3.5158,-0.9336
1562.1,29.0,4.9316,-0.99181
1562.2,30.0,4.5857,11.626
1562.3,31.0,5.2437,3.095
1562.4,33.0,6.7098,10.351
1562.5,34.0,5.8216,10.405
1563,28.0,3.5174,-1.0408
1563.1,29.0,4.9421,-1.0802
1563.2,30.0,4.6159,11.704
1563.3,31.0,5.255,2.991
1563.4,33.0,6.7146,10.272
1563.5,34.0,5.8186,10.332
1564,28.0,3.5189,-1.148
1564.1,29.0,4.9526,-1.1686
1564.2,30.0,4.6461,11.781
1564.3,31.0,5.2662,2.887
1564.4,33.0,6.7195,10.193
1564.5,34.0,5.8155,10.26
1565,28.0,3.5204,-1.2552
1565.1,29.0,4.9632,-1.2571
1565.2,30.0,4.6763,11.859
1565.3,31.0,5.2774,2.783
1565.4,33.0,6.7244,10.114
1565.5,34.0,5.8125,10.187
1566,28.0,3.522,-1.3624
1566.1,29.0,4.9737,-1.3455
1566.2,30.0,4.7065,11.936
1566.3,31.0,5.2886,2.679
1566.4,33.0,6.7292,10.035
1566.5,34.0,5.8094,10.114
1567,30.0,4.7365,12.007
1567.1,33.0,6.7416,9.9417
1567.2,34.0,5.821,10.014
1568,30.0,4.7665,12.077
1568.1,33.0,6.754,9.8486
1568.2,34.0,5.8326,9.9143
1569,30.0,4.7965,12.147
1569.1,33.0,6.7665,9.7554
1569.2,34.0,5.8441,9.8143
1570,30.0,4.8265,12.217
1570.1,33.0,6.7789,9.6622
1570.2,34.0,5.8557,9.7143
1571,30.0,4.8565,12.287
1571.1,33.0,6.7913,9.5691
1571.2,34.0,5.8673,9.6144
1572,30.0,4.8865,12.357
1572.1,33.0,6.8037,9.4759
1572.2,34.0,5.8789,9.5144
1573,33.0,6.8221,9.3953
1573.1,34.0,5.8964,9.4336
1574,33.0,6.8405,9.3146
1574.1,34.0,5.9138,9.3529
1575,33.0,6.859,9.234
1575.1,34.0,5.9313,9.2721
1576,33.0,6.8774,9.1534
1576.1,34.0,5.9488,9.1913
1577,33.0,6.8959,9.0727
1577.1,34.0,5.9663,9.1105
1578,33.0,6.9143,8.9921
1578.1,34.0,5.9837,9.0297
1579,33.0,6.9334,8.9035
1579.1,34.0,6.0018,8.941
1580,33.0,6.9525,8.8149
1580.1,34.0,6.0199,8.8522
1581,33.0,6.9716,8.7263
1581.1,34.0,6.0379,8.7634
1582,33.0,6.9908,8.6377
1582.1,34.0,6.056,8.6747
1583,33.0,7.0099,8.5491
1583.1,34.0,6.0741,8.5859
1584,33.0,7.029,8.4605
1584.1,34.0,6.0921,8.4971
1585,33.0,7.0479,8.3777
1585.1,34.0,6.1104,8.4071
1586,33.0,7.0669,8.2948
1586.1,34.0,6.1288,8.3171
1587,33.0,7.0858,8.212
1587.1,34.0,6.1471,8.227
1588,33.0,7.1047,8.1291
1588.1,34.0,6.1654,8.137
1589,33.0,7.1237,8.0463
1589.1,34.0,6.1837,8.047
1590,33.0,7.1426,7.9634
1590.1,34.0,6.2021,7.9569
1591,33.0,7.155,7.8791
1591.1,34.0,6.2062,7.8791
1592,33.0,7.1673,7.7948
1592.1,34.0,6.2103,7.8013
1593,33.0,7.1797,7.7105
1593.1,34.0,6.2144,7.7235
1594,33.0,7.1921,7.6262
1594.1,34.0,6.2185,7.6457
1595,33.0,7.2044,7.5418
1595.1,34.0,6.2226,7.5679
1596,33.0,7.2168,7.4575
1596.1,34.0,6.2266,7.49
1597,33.0,7.2156,7.3713
1597.1,34.0,6.2243,7.4036
1598,33.0,7.2144,7.2851
1598.1,34.0,6.2219,7.3172
1599,33.0,7.2132,7.1988
1599.1,34.0,6.2195,7.2308
1600,33.0,7.212,7.1126
1600.1,34.0,6.2171,7.1444
1601,33.0,7.2108,7.0264
1601.1,34.0,6.2148,7.058
1602,33.0,7.2096,6.9402
1602.1,34.0,6.2124,6.9716
1603,33.0,7.2148,6.8604
1603.1,34.0,6.2165,6.8916
1604,33.0,7.2201,6.7806
1604.1,34.0,6.2207,6.8117
1605,33.0,7.2253,6.7009
1605.1,34.0,6.2249,6.7318
1606,33.0,7.2305,6.6211
1606.1,34.0,6.229,6.6518
1607,33.0,7.2357,6.5414
1607.1,34.0,6.2332,6.5719
1608,33.0,7.241,6.4616
1608.1,34.0,6.2374,6.492
1609,33.0,7.2607,6.3742
1609.1,34.0,6.2505,6.3743
1610,33.0,7.2803,6.2869
1610.1,34.0,6.2637,6.2566
1611,33.0,7.3,6.1995
1611.1,34.0,6.2769,6.1389
1612,33.0,7.3197,6.1121
1612.1,34.0,6.2901,6.0212
1613,33.0,7.3394,6.0248
1613.1,34.0,6.3033,5.9034
1614,33.0,7.3591,5.9374
1614.1,34.0,6.3164,5.7857
1615,33.0,7.3726,5.8409
1615.1,34.0,6.3286,5.6886
1616,33.0,7.386,5.7445
1616.1,34.0,6.3409,5.5914
1617,33.0,7.3995,5.648
1617.1,34.0,6.3531,5.4942
1618,33.0,7.413,5.5515
1618.1,34.0,6.3653,5.397
1619,33.0,7.4264,5.455
1619.1,34.0,6.3775,5.2999
1620,33.0,7.4399,5.3585
1620.1,34.0,6.3897,5.2027
1621,33.0,7.4747,5.2619
1621.1,34.0,6.4235,5.1054
1622,33.0,7.5095,5.1653
1622.1,34.0,6.4572,5.0081
1623,33.0,7.5443,5.0687
1623.1,34.0,6.491,4.9108
1624,33.0,7.5792,4.9721
1624.1,34.0,6.5247,4.8135
1625,33.0,7.614,4.8755
1625.1,34.0,6.5585,4.7162
1626,33.0,7.6488,4.7789
1626.1,34.0,6.5922,4.6189
1627,33.0,7.6683,4.7032
1627.1,34.0,6.6104,4.5504
1628,33.0,7.6878,4.6274
1628.1,34.0,6.6285,4.4819
1629,33.0,7.7073,4.5517
1629.1,34.0,6.6467,4.4133
1630,33.0,7.7268,4.4759
1630.1,34.0,6.6648,4.3448
1631,33.0,7.7463,4.4002
1631.1,34.0,6.683,4.2763
1632,33.0,7.7658,4.3244
1632.1,34.0,6.7012,4.2077
1633,33.0,7.7943,4.2248
1633.1,34.0,6.7285,4.1075
1634,33.0,7.8229,4.1253
1634.1,34.0,6.7559,4.0073
1635,33.0,7.8514,4.0257
1635.1,34.0,6.7832,3.9072
1636,33.0,7.8799,3.9261
1636.1,34.0,6.8106,3.807
1637,33.0,7.9085,3.8265
1637.1,34.0,6.8379,3.7068
1638,33.0,7.937,3.7269
1638.1,34.0,6.8653,3.6066
1639,33.0,7.9714,3.6502
1639.1,34.0,6.8984,3.5373
1640,33.0,8.0058,3.5734
1640.1,34.0,6.9314,3.4681
1641,33.0,8.0401,3.4967
1641.1,34.0,6.9645,3.3988
1642,33.0,8.0745,3.4199
1642.1,34.0,6.9976,3.3295
1643,33.0,8.1089,3.3432
1643.1,34.0,7.0307,3.2603
1644,33.0,8.1432,3.2664
1644.1,34.0,7.0637,3.191
1645,33.0,8.1702,3.1963
1645.1,34.0,7.0904,3.1125
1646,33.0,8.1971,3.1262
1646.1,34.0,7.117,3.034
1647,33.0,8.224,3.0561
1647.1,34.0,7.1437,2.9555
1648,33.0,8.251,2.986
1648.1,34.0,7.1703,2.877
1649,33.0,8.2779,2.9159
1649.1,34.0,7.1969,2.7985
1650,33.0,8.3049,2.8458
1650.1,34.0,7.2236,2.72
1651,33.0,8.3267,2.7501
1651.1,34.0,7.2594,2.6167
1652,33.0,8.3485,2.6545
1652.1,34.0,7.2952,2.5133
1653,33.0,8.3704,2.5589
1653.1,34.0,7.331,2.41
1654,33.0,8.3922,2.4632
1654.1,34.0,7.3668,2.3067
1655,33.0,8.4141,2.3676
1655.1,34.0,7.4027,2.2033
1656,33.0,8.4359,2.2719
1656.1,34.0,7.4385,2.1
1657,33.0,8.4701,2.2089
1657.1,34.0,7.4754,1.9868
1658,33.0,8.5042,2.1458
1658.1,34.0,7.5123,1.8737
1659,33.0,8.5384,2.0828
1659.1,34.0,7.5492,1.7605
1660,33.0,8.5725,2.0197
1660.1,34.0,7.5861,1.6473
1661,33.0,8.6066,1.9567
1661.1,34.0,7.623,1.5341
1662,33.0,8.6408,1.8936
1662.1,34.0,7.6599,1.421
1663,33.0,8.6879,1.7641
1663.1,34.0,7.7036,1.3234
1664,33.0,8.7351,1.6347
1664.1,34.0,7.7474,1.2259
1665,33.0,8.7823,1.5052
1665.1,34.0,7.7911,1.1283
1666,33.0,8.8295,1.3757
1666.1,34.0,7.8349,1.0308
1667,33.0,8.8767,1.2463
1667.1,34.0,7.8786,0.9332
1668,33.0,8.9238,1.1168
1668.1,34.0,7.9224,0.83565
1669,33.0,8.9749,1.0364
1669.1,34.0,7.9729,0.75446
1670,33.0,9.026,0.95596
1670.1,34.0,8.0235,0.67327
1671,33.0,9.0771,0.87553
1671.1,34.0,8.074,0.59208
1672,33.0,9.1282,0.79511
1672.1,34.0,8.1245,0.51089
1673,33.0,9.1793,0.71468
1673.1,34.0,8.1751,0.4297
1674,33.0,9.2304,0.63425
1674.1,34.0,8.2256,0.34851
1675,33.0,9.2665,0.56029
1675.1,34.0,8.2673,0.29165
1676,33.0,9.3026,0.48633
1676.1,34.0,8.309,0.23479
1677,33.0,9.3387,0.41237
1677.1,34.0,8.3506,0.17794
1678,33.0,9.3749,0.33841
1678.1,34.0,8.3923,0.12108
1679,33.0,9.411,0.26446
1679.1,34.0,8.434,0.064225
1680,33.0,9.4471,0.1905
1680.1,34.0,8.4756,0.0073689
1752,35.0,2.7887,3.1837
1753,35.0,2.8252,3.2583
1754,35.0,2.8617,3.3329
1755,35.0,2.8982,3.4074
1756,35.0,2.9347,3.482
1757,35.0,2.9712,3.5566
1758,35.0,3.0077,3.6312
1759,35.0,3.0288,3.7353
1760,35.0,3.0499,3.8394
1761,35.0,3.0709,3.9434
1762,35.0,3.092,4.0475
1763,35.0,3.1131,4.1516
1764,35.0,3.1341,4.2557
1765,35.0,3.1551,4.3349
1766,35.0,3.1761,4.4141
1767,35.0,3.1971,4.4933
1768,35.0,3.2181,4.5725
1769,35.0,3.2391,4.6516
1770,35.0,3.2601,4.7308
1771,35.0,3.2808,4.809
1772,35.0,3.3015,4.8872
1773,35.0,3.3222,4.9653
1774,35.0,3.343,5.0435
1775,35.0,3.3637,5.1217
1776,35.0,3.3844,5.1998
1777,35.0,3.4117,5.3
1778,35.0,3.4389,5.4001
1779,35.0,3.4662,5.5003
1780,35.0,3.4934,5.6005
1781,35.0,3.5207,5.7006
1782,35.0,3.5479,5.8008
1783,35.0,3.5747,5.8993
1784,35.0,3.6015,5.9977
1785,35.0,3.6283,6.0962
1786,35.0,3.6551,6.1947
1787,35.0,3.6819,6.2932
1788,35.0,3.7087,6.3917
1789,35.0,3.7282,6.4809
1790,35.0,3.7477,6.5701
1791,35.0,3.7672,6.6593
1792,35.0,3.7866,6.7485
1793,35.0,3.8061,6.8377
1794,35.0,3.8256,6.9269
1795,35.0,3.8448,7.0148
1796,35.0,3.864,7.1026
1797,35.0,3.8832,7.1905
1798,35.0,3.9023,7.2784
1799,35.0,3.9215,7.3663
1800,35.0,3.9407,7.4541
1800.1,36.0,6.0979,12.138
1801,35.0,3.9595,7.5478
1801.1,36.0,6.1368,12.019
1802,35.0,3.9782,7.6414
1802.1,36.0,6.1758,11.9
1803,35.0,3.9969,7.7351
1803.1,36.0,6.2148,11.782
1804,35.0,4.0157,7.8287
1804.1,36.0,6.2538,11.663
1805,35.0,4.0344,7.9223
1805.1,36.0,6.2928,11.544
1806,35.0,4.0532,8.016
1806.1,36.0,6.3318,11.426
1807,35.0,4.0716,8.1081
1807.1,36.0,6.3642,11.317
1808,35.0,4.0901,8.2003
1808.1,36.0,6.3966,11.209
1809,35.0,4.1085,8.2924
1809.1,36.0,6.429,11.101
1810,35.0,4.1269,8.3846
1810.1,36.0,6.4615,10.992
1811,35.0,4.1454,8.4768
1811.1,36.0,6.4939,10.884
1812,35.0,4.1638,8.5689
1812.1,36.0,6.5263,10.776
1812.2,37.0,5.4853,12.824
1813,35.0,4.1888,8.66
1813.1,36.0,6.5465,10.658
1813.2,37.0,5.4713,12.705
1814,35.0,4.2137,8.751
1814.1,36.0,6.5668,10.541
1814.2,37.0,5.4573,12.587
1815,35.0,4.2387,8.842
1815.1,36.0,6.587,10.423
1815.2,37.0,5.4433,12.468
1816,35.0,4.2636,8.933
1816.1,36.0,6.6072,10.306
1816.2,37.0,5.4294,12.35
1817,35.0,4.2886,9.0241
1817.1,36.0,6.6274,10.189
1817.2,37.0,5.4154,12.231
1818,35.0,4.3135,9.1151
1818.1,36.0,6.6476,10.071
1818.2,37.0,5.4014,12.113
1819,35.0,4.3316,9.1976
1819.1,36.0,6.6807,9.9655
1819.2,37.0,5.4198,11.993
1820,35.0,4.3496,9.2802
1820.1,36.0,6.7138,9.8599
1820.2,37.0,5.4382,11.873
1821,35.0,4.3676,9.3627
1821.1,36.0,6.7468,9.7542
1821.2,37.0,5.4566,11.753
1822,35.0,4.3856,9.4452
1822.1,36.0,6.7799,9.6486
1822.2,37.0,5.475,11.633
1823,35.0,4.4036,9.5278
1823.1,36.0,6.813,9.543
1823.2,37.0,5.4934,11.514
1824,35.0,4.4216,9.6103
1824.1,36.0,6.8461,9.4374
1824.2,37.0,5.5118,11.394
1825,35.0,4.4325,9.698
1825.1,36.0,6.8663,9.3293
1825.2,37.0,5.5173,11.271
1826,35.0,4.4433,9.7858
1826.1,36.0,6.8866,9.2212
1826.2,37.0,5.5229,11.148
1827,35.0,4.4542,9.8735
1827.1,36.0,6.9068,9.1132
1827.2,37.0,5.5285,11.025
1828,35.0,4.465,9.9612
1828.1,36.0,6.927,9.0051
1828.2,37.0,5.5341,10.902
1829,35.0,4.4759,10.049
1829.1,36.0,6.9473,8.897
1829.2,37.0,5.5396,10.78
1830,35.0,4.4868,10.137
1830.1,36.0,6.9675,8.789
1830.2,37.0,5.5452,10.657
1831,35.0,4.5174,10.224
1831.1,36.0,6.9876,8.686
1831.2,37.0,5.5636,10.545
1832,35.0,4.548,10.311
1832.1,36.0,7.0078,8.583
1832.2,37.0,5.582,10.434
1833,35.0,4.5786,10.398
1833.1,36.0,7.0279,8.48
1833.2,37.0,5.6004,10.322
1834,35.0,4.6092,10.485
1834.1,36.0,7.0481,8.377
1834.2,37.0,5.6188,10.211
1835,35.0,4.6398,10.573
1835.1,36.0,7.0682,8.274
1835.2,37.0,5.6372,10.099
1836,35.0,4.6704,10.66
1836.1,36.0,7.0883,8.171
1836.2,37.0,5.6556,9.9877
1837,35.0,4.6806,10.751
1837.1,36.0,7.1229,8.0599
1837.2,37.0,5.675,9.8605
1838,35.0,4.6907,10.843
1838.1,36.0,7.1575,7.9488
1838.2,37.0,5.6944,9.7333
1839,35.0,4.7009,10.934
1839.1,36.0,7.192,7.8377
1839.2,37.0,5.7138,9.6061
1840,35.0,4.711,11.026
1840.1,36.0,7.2266,7.7267
1840.2,37.0,5.7332,9.4789
1841,35.0,4.7212,11.117
1841.1,36.0,7.2612,7.6156
1841.2,37.0,5.7526,9.3518
1842,35.0,4.7314,11.209
1842.1,36.0,7.2958,7.5045
1842.2,37.0,5.772,9.2246
1843,35.0,4.7481,11.293
1843.1,36.0,7.3098,7.3976
1843.2,37.0,5.7775,9.1079
1844,35.0,4.7649,11.377
1844.1,36.0,7.3239,7.2906
1844.2,37.0,5.7831,8.9913
1845,35.0,4.7816,11.461
1845.1,36.0,7.338,7.1837
1845.2,37.0,5.7887,8.8746
1846,35.0,4.7984,11.545
1846.1,36.0,7.3521,7.0767
1846.2,37.0,5.7942,8.7579
1847,35.0,4.8151,11.629
1847.1,36.0,7.3661,6.9698
1847.2,37.0,5.7998,8.6413
1848,35.0,4.8319,11.713
1848.1,36.0,7.3802,6.8629
1848.2,37.0,5.8053,8.5246
1849,36.0,7.4015,6.7545
1849.1,37.0,5.8107,8.4127
1850,36.0,7.4227,6.6461
1850.1,37.0,5.816,8.3008
1851,36.0,7.4439,6.5377
1851.1,37.0,5.8213,8.1889
1852,36.0,7.4652,6.4293
1852.1,37.0,5.8266,8.0771
1853,36.0,7.4864,6.3209
1853.1,37.0,5.832,7.9652
1854,36.0,7.5077,6.2126
1854.1,37.0,5.8373,7.8533
1855,36.0,7.5363,6.1028
1855.1,37.0,5.8566,7.7401
1856,36.0,7.5648,5.9929
1856.1,37.0,5.8758,7.6269
1857,36.0,7.5934,5.8831
1857.1,37.0,5.895,7.5136
1858,36.0,7.622,5.7733
1858.1,37.0,5.9143,7.4004
1859,36.0,7.6506,5.6635
1859.1,37.0,5.9335,7.2872
1860,36.0,7.6792,5.5537
1860.1,37.0,5.9528,7.174
1861,36.0,7.7012,5.4416
1861.1,37.0,5.9445,7.0571
1862,36.0,7.7232,5.3295
1862.1,37.0,5.9362,6.9403
1863,36.0,7.7453,5.2174
1863.1,37.0,5.9279,6.8234
1864,36.0,7.7673,5.1052
1864.1,37.0,5.9196,6.7066
1865,36.0,7.7893,4.9931
1865.1,37.0,5.9114,6.5897
1866,36.0,7.8114,4.881
1866.1,37.0,5.9031,6.4728
1867,36.0,7.8474,4.7756
1867.1,37.0,5.9084,6.362
1868,36.0,7.8834,4.6702
1868.1,37.0,5.9136,6.2512
1869,36.0,7.9194,4.5648
1869.1,37.0,5.9189,6.1403
1870,36.0,7.9555,4.4594
1870.1,37.0,5.9242,6.0295
1871,36.0,7.9915,4.354
1871.1,37.0,5.9295,5.9186
1872,36.0,8.0275,4.2486
1872.1,37.0,5.9348,5.8078
1873,36.0,8.057,4.1411
1873.1,37.0,5.9327,5.7021
1874,36.0,8.0864,4.0336
1874.1,37.0,5.9306,5.5964
1875,36.0,8.1159,3.926
1875.1,37.0,5.9285,5.4907
1876,36.0,8.1453,3.8185
1876.1,37.0,5.9264,5.385
1877,36.0,8.1748,3.7109
1877.1,37.0,5.9244,5.2793
1878,36.0,8.2042,3.6034
1878.1,37.0,5.9223,5.1736
1879,36.0,8.2264,3.5016
1879.1,37.0,5.913,5.0657
1880,36.0,8.2485,3.3998
1880.1,37.0,5.9037,4.9577
1881,36.0,8.2706,3.298
1881.1,37.0,5.8945,4.8498
1882,36.0,8.2928,3.1962
1882.1,37.0,5.8852,4.7418
1883,36.0,8.3149,3.0944
1883.1,37.0,5.8759,4.6338
1884,36.0,8.337,2.9926
1884.1,37.0,5.8667,4.5259
1885,36.0,8.3526,2.9776
1885.1,37.0,5.872,4.4091
1886,36.0,8.3682,2.9627
1886.1,37.0,5.8774,4.2924
1887,36.0,8.3838,2.9478
1887.1,37.0,5.8828,4.1756
1888,36.0,8.3994,2.9328
1888.1,37.0,5.8881,4.0589
1889,36.0,8.415,2.9179
1889.1,37.0,5.8935,3.9421
1890,36.0,8.4306,2.903
1890.1,37.0,5.8989,3.8253
1891,36.0,8.4921,2.7696
1891.1,37.0,5.889,3.7214
1892,36.0,8.5535,2.6362
1892.1,37.0,5.8792,3.6175
1893,36.0,8.6149,2.5028
1893.1,37.0,5.8694,3.5136
1894,36.0,8.6763,2.3694
1894.1,37.0,5.8595,3.4096
1895,36.0,8.7378,2.236
1895.1,37.0,5.8497,3.3057
1896,36.0,8.7992,2.1026
1896.1,37.0,5.8399,3.2018
1897,36.0,8.8305,1.9893
1897.1,37.0,5.8523,3.0896
1898,36.0,8.8618,1.876
1898.1,37.0,5.8647,2.9774
1899,36.0,8.893,1.7627
1899.1,37.0,5.8771,2.8651
1900,36.0,8.9243,1.6494
1900.1,37.0,5.8895,2.7529
1901,36.0,8.9556,1.5361
1901.1,37.0,5.9019,2.6407
1902,36.0,8.9869,1.4229
1902.1,37.0,5.9143,2.5285
1903,36.0,9.0554,1.3106
1903.1,37.0,5.9265,2.4227
1904,36.0,9.124,1.1984
1904.1,37.0,5.9387,2.3168
1905,36.0,9.1925,1.0862
1905.1,37.0,5.951,2.2109
1906,36.0,9.261,0.97392
1906.1,37.0,5.9632,2.1051
1907,36.0,9.3296,0.86168
1907.1,37.0,5.9754,1.9992
1908,36.0,9.3981,0.74945
1908.1,37.0,5.9877,1.8933
1909,36.0,9.444,0.65079
1909.1,37.0,5.9926,1.7852
1910,36.0,9.4898,0.55213
